college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,academic_score,total_skills,experience_score
Tier 3,8.97,0,1,0,1,2,0,2,1,61.7,Web Developer,10.72,1,7,0.7439,5,5.5
Tier 1,6.88,0,2,0,3,1,0,1,3,46.9,Junior Developer,7.86,3,4,0.4507,5,9.5
Tier 2,7.26,1,4,0,1,0,1,0,0,47.6,Junior Developer,8.65,2,4,0.4927,3,12.5
Tier 2,6.35,0,1,1,4,2,1,0,2,51.0,Backend Developer,10.43,2,0,0.4211,5,10.0
Tier 2,7.06,0,2,0,1,3,1,0,1,46.1,Data Analyst,13.18,2,1,0.4642,4,8.5
Tier 3,7.82,1,2,0,2,3,1,0,2,67.3,Backend Developer,13.55,1,0,0.6608,5,13.0
Tier 3,6.59,1,2,3,1,8,2,2,1,55.7,Backend Developer,9.98,1,0,0.4718,11,16.5
Tier 3,7.25,1,3,0,2,1,0,1,0,45.5,DevOps Engineer,9.19,1,3,0.4798,2,13.0
Tier 3,10.0,2,3,2,0,2,0,0,1,68.1,Data Analyst,6.35,1,1,0.8834,1,14.0
Tier 1,6.05,2,0,3,2,4,0,2,1,44.7,Software Engineer,8.36,3,6,0.3552,5,13.0
Tier 3,8.26,3,0,0,2,2,0,2,3,57.6,Data Analyst,9.53,1,1,0.6496,7,14.0
Tier 2,7.53,2,4,0,0,1,0,2,3,64.2,Web Developer,10.35,2,7,0.6142,7,15.0
Tier 2,6.67,1,1,1,1,3,0,3,2,48.4,Backend Developer,7.89,2,0,0.4383,8,9.5
Tier 1,8.54,0,4,0,1,4,1,1,0,71.5,Data Scientist,23.89,3,2,0.7567,5,13.5
Tier 2,7.51,0,2,0,2,4,0,0,2,53.3,Data Analyst,6.06,2,1,0.5501,2,11.0
Tier 3,6.86,1,1,0,3,4,0,3,2,46.9,Backend Developer,8.31,1,0,0.4487,8,13.5
Tier 2,8.38,2,1,1,0,1,1,3,0,54.4,Backend Developer,17.95,2,0,0.6434,9,9.0
Tier 3,4.56,3,1,2,0,0,0,1,3,26.8,Junior Developer,3.65,1,4,0.1044,5,11.0
Tier 2,8.39,2,1,0,2,3,1,4,1,69.8,Backend Developer,17.78,2,0,0.732,12,14.0
Tier 2,7.14,1,2,0,2,0,0,0,2,54.1,DevOps Engineer,6.08,2,3,0.5177,2,10.0
Tier 1,8.86,0,5,1,1,3,1,0,1,71.6,Data Analyst,12.71,3,1,0.7893,4,14.5
Tier 2,6.36,0,6,1,4,1,2,1,1,48.5,Software Engineer,10.01,2,6,0.4078,9,19.0
Tier 2,6.98,2,3,0,1,2,1,3,1,53.7,Backend Developer,10.21,2,0,0.4994,10,15.5
Tier 2,6.96,2,1,0,5,0,0,0,2,64.0,Data Analyst,6.41,2,1,0.556,2,15.5
Tier 1,6.0,0,1,1,2,2,1,2,1,42.1,Junior Developer,8.8,3,4,0.3354,8,7.0
Tier 1,8.38,0,2,0,1,3,0,1,0,62.3,Backend Developer,10.0,3,0,0.6884,2,8.5
Tier 2,7.93,3,4,2,2,2,1,0,2,65.9,Data Scientist,16.6,2,2,0.6638,5,22.0
Tier 3,7.46,0,2,0,1,2,0,1,0,65.5,Software Engineer,7.95,1,6,0.6146,2,7.5
Tier 3,7.28,0,2,1,2,0,0,3,0,52.4,Backend Developer,8.5,1,0,0.522,6,7.0
Tier 3,8.86,1,1,1,4,6,3,1,2,78.5,ML Engineer,24.17,1,5,0.8285,13,17.0
Tier 3,9.59,0,5,0,1,2,1,3,2,71.9,Backend Developer,17.63,1,0,0.864,11,13.5
Tier 3,6.28,4,3,2,2,2,0,3,1,31.1,Web Developer,7.58,1,7,0.3008,7,23.0
Tier 3,7.09,2,2,0,3,1,1,1,2,53.9,Data Analyst,12.82,1,1,0.5116,7,15.5
Tier 1,6.51,0,2,0,0,1,1,0,0,36.5,Junior Developer,9.38,3,4,0.3546,3,5.0
Tier 2,8.13,1,3,0,2,1,1,1,2,57.9,DevOps Engineer,19.85,2,3,0.6383,7,13.0
Tier 1,5.83,1,2,2,1,2,1,0,3,44.4,Junior Developer,6.0,3,4,0.3315,6,10.5
Tier 2,7.77,0,2,0,2,1,0,1,3,50.4,DevOps Engineer,10.46,2,3,0.5596,5,8.0
Tier 3,6.56,0,2,0,1,1,1,1,2,45.9,Backend Developer,9.59,1,0,0.413,7,6.5
Tier 2,7.23,1,2,0,2,0,0,1,3,42.7,Junior Developer,8.36,2,4,0.4618,5,10.0
Tier 3,6.56,1,3,0,0,1,0,2,0,50.4,Backend Developer,7.9,1,0,0.4386,4,10.0
Tier 3,7.26,1,1,0,2,2,0,0,1,52.2,Backend Developer,5.98,1,0,0.5189,1,10.0
Tier 1,5.87,2,0,1,3,0,2,0,0,55.4,Junior Developer,5.9,3,4,0.3981,6,10.5
Tier 3,5.98,1,1,1,1,1,0,3,0,52.7,Web Developer,4.24,1,7,0.3937,6,7.5
Tier 2,9.26,4,2,1,1,1,0,1,1,70.2,Data Analyst,10.5,2,1,0.8213,3,18.5
Tier 2,6.4,0,2,4,1,3,0,1,1,38.6,Junior Developer,6.25,2,4,0.3555,3,8.5
Tier 2,6.63,1,1,0,1,0,0,2,1,55.2,DevOps Engineer,8.06,2,3,0.473,5,6.5
Tier 2,7.48,0,3,0,1,0,2,1,1,60.7,Backend Developer,16.48,2,0,0.5893,9,7.5
Tier 1,7.75,0,1,0,0,1,1,1,1,52.8,Web Developer,15.07,3,7,0.5713,6,3.0
Tier 3,6.34,1,2,3,5,2,1,2,2,44.8,Backend Developer,10.15,1,0,0.3848,9,16.5
Tier 3,8.22,0,1,1,2,2,1,0,2,71.7,DevOps Engineer,12.2,1,3,0.7258,5,7.0
Tier 3,8.58,1,1,0,2,3,2,3,1,54.5,Software Engineer,22.13,1,6,0.664,13,11.0
Tier 1,6.28,1,1,0,0,3,2,0,3,51.2,Junior Developer,9.11,3,4,0.4152,9,8.0
Tier 2,7.72,0,1,0,0,3,0,1,2,49.6,Web Developer,10.39,2,7,0.5501,4,5.0
Tier 1,8.61,1,0,0,2,1,1,0,1,67.5,Data Analyst,13.05,3,1,0.7409,4,7.0
Tier 3,5.22,1,1,1,1,4,0,3,0,24.0,Junior Developer,3.62,1,4,0.1544,6,10.5
Tier 3,4.7,0,2,0,2,1,1,2,0,32.7,Junior Developer,4.26,1,4,0.1519,7,8.0
Tier 2,6.97,1,2,1,2,2,0,2,0,53.0,Backend Developer,7.74,2,0,0.4944,4,12.0
Tier 2,6.46,1,3,0,2,6,1,0,0,47.5,Software Engineer,10.01,2,6,0.4121,3,18.0
Tier 2,6.87,1,4,0,2,2,1,2,2,44.1,Junior Developer,8.89,2,4,0.4338,9,16.0
Tier 2,9.65,0,3,1,1,5,1,3,2,75.6,Backend Developer,17.84,2,0,0.891,11,12.5
Tier 3,6.12,1,2,0,2,4,0,1,0,36.1,Software Engineer,7.7,1,6,0.3133,2,14.0
Tier 2,6.08,0,0,0,2,2,2,1,1,55.2,Junior Developer,8.83,2,4,0.418,9,5.0
Tier 1,6.96,0,4,0,0,1,1,2,1,49.4,DevOps Engineer,9.79,3,3,0.473,8,9.0
Tier 2,6.76,1,1,2,3,0,1,1,1,47.4,Backend Developer,10.16,2,0,0.4416,6,9.5
Tier 3,6.77,3,4,2,0,2,0,1,3,48.2,Data Analyst,8.07,1,1,0.4471,5,19.0
Tier 3,6.05,2,2,2,2,3,1,2,2,50.3,Software Engineer,10.16,1,6,0.3871,9,16.0
Tier 3,9.2,2,2,0,3,2,1,0,1,57.8,DevOps Engineer,18.47,1,3,0.7448,4,16.5
Tier 1,7.51,0,2,2,1,2,1,0,1,57.1,Data Scientist,15.4,3,2,0.5718,4,7.5
Tier 1,9.48,1,0,0,2,1,1,0,0,79.4,Data Scientist,24.25,3,2,0.8957,3,7.0
Tier 2,6.23,1,2,1,4,4,2,3,0,49.3,Backend Developer,9.67,2,0,0.3994,12,17.0
Tier 3,7.14,0,2,0,2,1,2,0,1,57.7,Data Scientist,13.4,1,2,0.5382,7,8.0
Tier 2,8.81,1,2,0,1,1,1,2,3,66.3,Backend Developer,16.9,2,0,0.7541,10,9.5
Tier 3,8.13,0,3,0,1,2,1,2,2,60.1,DevOps Engineer,16.14,1,3,0.6508,9,9.5
Tier 3,7.02,2,4,0,1,0,0,2,0,43.2,Backend Developer,10.12,1,0,0.4437,4,15.5
Tier 3,7.87,1,2,0,1,1,0,1,2,53.9,DevOps Engineer,9.53,1,3,0.5896,4,9.5
Tier 2,6.67,1,1,2,1,3,2,2,1,54.0,Backend Developer,9.62,2,0,0.4701,11,9.5
Tier 3,4.92,0,3,1,1,3,0,1,1,23.3,Junior Developer,3.3,1,4,0.1204,3,10.5
Tier 2,6.63,0,1,2,1,3,0,2,0,56.6,Software Engineer,8.36,2,6,0.4809,4,6.5
Tier 2,6.27,0,3,1,6,1,1,1,0,40.1,Software Engineer,10.46,2,6,0.351,5,16.0
Tier 2,5.89,4,3,0,1,0,0,1,3,38.4,Junior Developer,4.91,2,4,0.3034,5,19.5
Tier 2,6.66,1,5,2,0,2,1,2,1,48.5,Web Developer,10.14,2,7,0.4378,8,15.0
Tier 2,4.0,4,4,0,0,4,1,1,0,33.4,Junior Developer,4.43,2,4,0.0859,5,24.0
Tier 3,9.49,1,0,0,2,5,1,0,0,67.2,Data Scientist,17.29,1,2,0.8272,3,11.0
Tier 3,7.22,1,1,0,2,1,0,0,2,47.6,Data Analyst,6.63,1,1,0.4887,2,9.0
Tier 3,7.03,1,3,3,0,3,1,2,2,53.6,Backend Developer,11.84,1,0,0.5039,9,12.0
Tier 3,6.05,1,2,0,1,1,1,0,1,44.4,Junior Developer,9.24,1,4,0.3535,4,9.5
Tier 3,5.78,1,2,0,0,1,1,0,1,37.9,Junior Developer,6.23,1,4,0.2895,4,8.0
Tier 3,6.95,0,2,0,1,1,1,0,0,62.8,Junior Developer,8.85,1,4,0.5482,3,6.5
Tier 2,6.53,0,2,3,3,2,3,0,1,56.2,DevOps Engineer,10.24,2,3,0.4686,10,10.5
Tier 2,5.04,1,0,0,1,2,1,0,0,43.5,Junior Developer,4.59,2,4,0.2474,3,6.5
Tier 2,6.45,1,3,1,1,2,1,4,0,45.9,Backend Developer,9.76,2,0,0.402,11,12.5
Tier 1,5.3,0,5,1,4,3,1,0,2,42.8,Junior Developer,4.86,3,4,0.2694,5,19.0
Tier 2,8.31,1,2,0,3,3,0,3,2,57.2,Backend Developer,10.59,2,0,0.6523,8,14.5
Tier 2,6.13,0,3,1,1,4,1,0,0,42.6,Junior Developer,8.45,2,4,0.3513,3,11.5
Tier 2,6.84,1,2,1,1,2,0,0,2,48.6,Data Analyst,6.72,2,1,0.4564,2,10.5
Tier 2,8.83,0,2,0,3,0,0,0,1,62.7,Data Analyst,6.45,2,1,0.7356,1,8.5
Tier 1,8.21,0,2,0,2,2,1,1,0,67.2,Backend Developer,17.78,3,0,0.6992,5,9.0
Tier 3,7.77,0,2,0,2,3,0,4,1,67.0,Backend Developer,10.66,1,0,0.6541,9,10.0
Tier 3,6.94,1,5,3,1,2,1,0,2,59.4,Data Analyst,9.72,1,1,0.5279,5,16.5
Tier 3,7.51,0,1,0,2,1,0,0,1,51.2,Backend Developer,7.04,1,0,0.5382,1,6.0
Tier 2,6.63,2,5,0,4,2,0,0,1,36.2,DevOps Engineer,6.43,2,3,0.3648,1,24.0
Tier 2,5.78,0,1,2,2,1,1,0,0,37.0,Junior Developer,5.8,2,4,0.2844,3,6.0
Tier 2,5.92,1,2,2,0,3,1,2,1,40.2,Web Developer,6.65,2,7,0.3166,8,10.0
Tier 3,6.25,2,0,0,1,2,1,4,0,52.9,Backend Developer,10.54,1,0,0.4219,11,9.5
Tier 2,8.11,1,4,0,1,3,1,3,0,59.9,Backend Developer,18.11,2,0,0.6477,9,15.5
Tier 3,7.17,1,0,2,1,2,1,2,2,57.6,Junior Developer,8.56,1,4,0.5406,9,6.5
Tier 2,6.7,0,1,0,4,2,1,1,1,56.3,Backend Developer,9.81,2,0,0.4862,6,10.0
Tier 3,7.49,0,3,0,2,1,1,1,2,48.1,Backend Developer,13.62,1,0,0.5186,7,10.0
Tier 2,6.39,1,2,0,2,1,0,0,1,48.9,Data Analyst,6.29,2,1,0.4131,1,11.0
Tier 2,6.14,1,2,4,1,2,0,2,1,41.4,Backend Developer,6.83,2,0,0.3454,5,10.5
Tier 1,6.93,0,3,0,0,2,0,0,1,48.4,Junior Developer,6.37,3,4,0.4643,1,8.0
Tier 1,7.74,0,1,1,2,2,0,2,1,52.2,DevOps Engineer,10.48,3,3,0.5669,5,7.0
Tier 2,5.55,1,3,0,0,0,1,0,1,42.6,Junior Developer,6.22,2,4,0.2933,4,9.0
Tier 3,8.55,1,0,0,2,2,0,1,0,66.3,DevOps Engineer,9.94,1,3,0.7281,2,8.0
Tier 3,8.3,1,1,2,0,2,1,3,1,58.4,Backend Developer,14.45,1,0,0.6582,10,7.0
Tier 2,7.56,1,5,1,2,4,1,1,3,57.9,Web Developer,15.51,2,7,0.5813,8,20.0
Tier 2,8.73,3,0,2,0,1,2,3,1,71.2,Software Engineer,22.08,2,6,0.774,13,10.0
Tier 2,6.78,0,3,0,2,0,0,0,1,42.7,Data Analyst,6.39,2,1,0.4168,1,9.0
Tier 2,6.84,1,5,1,3,2,1,1,2,69.2,Backend Developer,9.95,2,0,0.5736,7,19.5
Tier 2,6.1,1,3,0,1,2,1,2,0,48.9,Backend Developer,9.82,2,0,0.3841,7,12.5
Tier 2,8.08,1,1,0,2,0,0,5,1,50.8,Backend Developer,10.12,2,0,0.5929,11,8.0
Tier 2,7.51,0,3,0,2,2,2,2,1,71.0,ML Engineer,16.21,2,5,0.6509,11,11.0
Tier 1,6.89,2,3,0,4,1,3,1,1,62.6,Backend Developer,10.29,3,0,0.5411,12,19.0
Tier 3,6.08,3,2,0,0,2,0,1,1,35.5,Web Developer,7.46,1,7,0.3059,3,15.0
Tier 2,8.48,0,2,0,1,1,1,0,1,61.1,Data Scientist,18.06,2,2,0.6915,4,6.5
Tier 2,8.11,1,4,2,2,2,1,2,2,59.0,Backend Developer,16.98,2,0,0.6426,9,16.0
Tier 1,6.41,0,1,1,0,0,1,1,0,54.6,Junior Developer,8.51,3,4,0.4475,5,2.0
Tier 3,6.62,1,3,0,2,4,0,2,1,47.3,Backend Developer,7.65,1,0,0.427,5,16.0
Tier 2,7.36,0,0,1,5,1,1,2,1,59.4,DevOps Engineer,15.83,2,3,0.5699,8,8.5
Tier 1,5.29,0,1,2,1,3,2,1,0,43.3,Junior Developer,4.54,3,4,0.2712,8,6.5
Tier 2,8.56,1,2,1,0,4,1,0,0,58.9,Data Scientist,20.38,2,2,0.687,3,11.0
Tier 2,7.34,2,6,1,3,0,0,2,2,53.7,Backend Developer,10.11,2,0,0.5354,6,22.5
Tier 3,5.37,0,3,1,1,1,1,3,0,43.3,Junior Developer,4.59,1,4,0.2792,9,8.5
Tier 3,9.0,0,0,0,1,2,1,3,1,63.1,Backend Developer,17.48,1,0,0.7549,10,3.5
Tier 1,5.73,1,4,1,1,1,0,1,1,44.2,Web Developer,4.87,3,7,0.3204,3,13.5
Tier 3,8.84,0,0,2,1,3,3,1,2,65.8,Software Engineer,20.76,1,6,0.7543,13,4.5
Tier 2,6.66,0,2,0,1,3,1,1,3,60.0,DevOps Engineer,10.14,2,3,0.5033,8,8.5
Tier 2,8.48,0,0,1,0,1,2,1,1,74.1,ML Engineer,19.7,2,5,0.7655,9,1.0
Tier 1,8.76,1,5,0,0,1,0,1,0,60.4,DevOps Engineer,10.06,3,3,0.7155,2,14.0
Tier 2,8.36,1,3,0,3,1,1,0,1,63.4,ML Engineer,21.02,2,5,0.6926,4,14.5
Tier 1,6.49,2,1,0,2,4,0,1,1,41.1,Data Analyst,7.71,3,1,0.3787,3,15.0
Tier 2,7.82,1,1,2,2,5,0,2,2,53.4,DevOps Engineer,10.61,2,3,0.5817,6,13.0
Tier 3,6.89,0,3,2,2,3,0,1,0,50.9,Software Engineer,7.17,1,6,0.4745,2,12.0
Tier 2,7.7,0,0,0,3,1,2,1,0,63.4,ML Engineer,15.87,2,5,0.6266,8,5.5
Tier 1,7.3,1,0,1,3,2,1,4,0,64.5,Backend Developer,15.62,3,0,0.5929,11,9.5
Tier 2,6.68,2,4,1,1,2,1,1,1,45.7,Junior Developer,8.67,2,4,0.4239,6,17.5
Tier 2,6.07,3,2,0,1,5,1,0,0,42.6,Junior Developer,8.62,2,4,0.3453,3,19.5
Tier 3,7.31,2,0,0,1,1,1,1,1,51.5,Backend Developer,12.43,1,0,0.5199,6,8.5
Tier 1,7.42,2,2,0,1,3,0,0,2,56.2,Data Analyst,6.16,3,1,0.5576,2,14.5
Tier 2,7.51,1,2,0,2,1,1,2,1,80.7,Software Engineer,15.54,2,6,0.706,8,11.0
Tier 3,6.54,0,5,0,0,1,0,0,1,47.5,DevOps Engineer,6.78,1,3,0.4201,1,11.0
Tier 1,9.17,1,4,0,2,3,2,3,1,65.4,Backend Developer,17.84,3,0,0.785,13,17.0
Tier 3,8.0,1,2,1,3,1,1,2,1,58.5,Web Developer,14.87,1,7,0.6287,8,12.5
Tier 1,5.86,1,0,0,0,3,0,1,2,32.7,Junior Developer,5.0,3,4,0.2679,4,6.0
Tier 2,6.74,2,4,1,4,1,1,2,1,41.6,Junior Developer,8.38,2,4,0.4066,8,21.0
Tier 3,6.02,0,1,2,5,2,1,1,1,54.0,Junior Developer,8.45,1,4,0.4051,6,11.5
Tier 3,5.92,1,0,1,0,2,3,1,0,54.8,Web Developer,6.07,1,7,0.3997,11,5.0
Tier 3,5.74,1,1,0,0,5,1,1,1,38.6,Web Developer,6.28,1,7,0.2895,6,10.0
Tier 3,7.3,1,1,2,1,5,0,3,2,52.9,Web Developer,9.81,1,7,0.5269,8,11.5
Tier 3,7.89,0,2,2,2,1,1,1,0,61.2,Data Scientist,11.39,1,2,0.6331,5,8.0
Tier 1,9.11,1,0,0,1,5,2,3,1,70.0,Data Scientist,24.83,3,2,0.8052,13,9.5
Tier 1,6.93,1,10,1,2,3,0,1,0,55.0,Backend Developer,7.35,3,0,0.5018,2,29.0
Tier 3,7.88,0,2,0,2,4,1,0,0,59.5,Data Scientist,13.07,1,2,0.6224,3,11.0
Tier 3,7.67,0,1,0,2,3,1,0,0,59.4,Data Scientist,11.8,1,2,0.6009,3,8.0
Tier 2,6.53,1,3,2,4,3,0,0,1,50.6,Data Analyst,6.78,2,1,0.4368,1,18.0
Tier 1,8.86,0,0,0,2,0,1,1,0,69.7,Backend Developer,17.5,3,0,0.7785,5,3.0
Tier 1,8.04,1,2,0,0,2,0,1,0,51.0,Backend Developer,10.35,3,0,0.5901,2,9.0
Tier 2,5.32,3,1,0,1,1,1,2,1,36.9,Junior Developer,4.39,2,4,0.2378,8,13.5
Tier 1,8.14,0,1,0,1,5,0,0,1,50.3,DevOps Engineer,6.82,3,3,0.5961,1,8.5
Tier 1,5.63,2,2,1,0,5,0,1,2,37.9,Junior Developer,5.0,3,4,0.2745,4,15.0
Tier 2,6.92,0,0,1,3,2,1,1,1,47.3,Backend Developer,9.51,2,0,0.457,6,6.5
Tier 2,5.79,0,0,1,2,2,1,1,1,34.8,Web Developer,5.95,2,7,0.2729,6,5.0
Tier 2,7.78,0,2,1,1,3,0,0,2,50.9,Backend Developer,5.78,2,0,0.5635,2,8.5
Tier 3,7.48,2,1,0,1,5,0,2,0,56.8,Software Engineer,10.42,1,6,0.5671,4,14.5
Tier 1,6.89,1,2,1,3,2,1,1,2,61.6,Junior Developer,9.28,3,4,0.5354,7,13.5
Tier 1,5.9,2,1,3,0,0,0,0,2,33.9,Junior Developer,5.01,3,4,0.2788,2,8.0
Tier 2,8.62,1,1,1,1,2,2,3,0,70.8,Web Developer,15.43,2,7,0.7607,12,8.5
Tier 3,7.16,1,4,0,1,1,1,2,1,54.9,Backend Developer,15.58,1,0,0.5243,8,13.5
Tier 3,5.17,1,4,1,4,2,1,0,1,34.9,Junior Developer,4.44,1,4,0.2115,4,19.0
Tier 3,6.74,1,3,0,2,0,2,0,0,49.2,Software Engineer,9.83,1,6,0.4498,6,12.0
Tier 3,7.83,2,2,0,1,2,1,2,0,64.2,Software Engineer,15.49,1,6,0.6442,7,13.5
Tier 2,7.13,2,2,1,0,1,0,0,1,43.2,Data Analyst,6.02,2,1,0.4547,1,11.0
Tier 3,5.57,0,2,1,2,1,0,0,1,42.1,Junior Developer,4.65,1,4,0.2924,1,8.0
Tier 2,7.01,0,3,4,2,1,2,1,1,61.7,Junior Developer,9.14,2,4,0.5479,9,10.0
Tier 3,6.52,0,4,1,1,2,1,0,2,38.4,DevOps Engineer,9.78,1,3,0.3664,5,11.5
Tier 2,8.39,0,1,0,3,1,2,1,2,60.7,Data Scientist,22.61,2,2,0.6803,10,7.5
Tier 2,7.67,1,2,0,1,0,0,4,1,51.5,Backend Developer,10.54,2,0,0.5559,9,8.5
Tier 2,6.64,2,3,1,4,0,2,2,1,53.3,DevOps Engineer,9.8,2,3,0.4631,11,18.0
Tier 3,7.18,0,1,2,1,3,3,1,0,59.1,Data Scientist,15.88,1,2,0.5501,11,6.5
Tier 1,6.77,1,1,0,2,2,2,1,0,58.3,DevOps Engineer,9.5,3,3,0.5046,8,10.0
Tier 2,6.62,2,2,1,0,0,0,1,2,46.6,DevOps Engineer,7.79,2,3,0.423,4,10.0
Tier 3,6.53,2,3,2,1,2,2,0,2,51.6,Backend Developer,10.35,1,0,0.4425,8,15.5
Tier 3,7.37,0,3,0,4,3,1,0,1,50.2,Data Scientist,13.96,1,2,0.5185,4,15.0
Tier 2,7.33,3,1,1,2,1,0,2,1,48.8,Backend Developer,9.91,2,0,0.5065,5,15.0
Tier 3,5.51,0,3,1,3,0,0,2,2,50.7,Web Developer,4.68,1,7,0.3354,6,10.5
Tier 2,8.02,0,1,0,1,2,2,2,2,70.1,Web Developer,15.25,2,7,0.6967,12,5.5
Tier 3,5.57,1,1,2,1,6,0,1,0,46.0,Junior Developer,4.5,1,4,0.3146,2,12.5
Tier 1,6.67,1,2,1,0,4,0,1,0,48.1,DevOps Engineer,7.94,3,3,0.4366,2,11.0
Tier 2,7.41,1,4,0,1,2,0,1,1,47.6,DevOps Engineer,10.59,2,3,0.5077,3,14.5
Tier 2,6.63,2,3,0,3,1,2,1,2,57.6,Web Developer,9.87,2,7,0.4866,10,17.5
Tier 3,6.83,1,2,2,3,3,1,3,1,47.8,Web Developer,9.56,1,7,0.4509,10,14.5
Tier 3,6.1,0,3,1,1,2,2,0,1,41.0,Software Engineer,10.54,1,6,0.3392,7,9.5
Tier 2,7.17,1,4,0,1,4,1,0,2,49.4,Backend Developer,16.57,2,0,0.494,5,16.5
Tier 3,5.77,2,2,0,3,0,1,0,3,43.4,Junior Developer,5.63,1,4,0.3198,6,14.5
Tier 2,8.38,2,0,0,1,1,2,4,0,67.1,Backend Developer,17.57,2,0,0.7157,14,8.5
Tier 1,5.86,1,1,2,0,1,0,2,0,38.0,Junior Developer,4.72,3,4,0.2981,4,6.0
Tier 2,9.59,4,3,1,1,0,0,3,2,69.9,Backend Developer,11.18,2,0,0.8526,8,19.5
Tier 2,7.73,0,2,1,2,3,0,2,3,54.9,Web Developer,10.24,2,7,0.5813,7,10.0
Tier 3,7.99,0,3,1,3,3,0,2,1,54.9,Web Developer,10.22,1,7,0.6073,5,13.5
Tier 1,7.47,0,0,0,1,1,1,1,2,82.1,Data Analyst,12.85,3,1,0.71,7,2.5
Tier 2,6.89,1,0,1,2,3,1,2,1,38.4,Software Engineer,9.9,2,6,0.4034,8,9.0
Tier 1,8.31,1,3,3,1,3,3,1,1,64.7,ML Engineer,24.22,3,5,0.695,12,13.5
Tier 3,5.49,3,3,2,4,0,2,1,0,44.2,Junior Developer,4.36,1,4,0.2964,8,21.0
Tier 2,9.65,0,1,1,1,3,1,1,1,70.1,Backend Developer,17.65,2,0,0.8597,6,6.5
Tier 3,7.81,0,1,1,3,1,2,0,1,62.5,Data Scientist,13.98,1,2,0.6325,7,7.5
Tier 2,6.37,0,2,1,1,5,0,1,0,41.8,Backend Developer,7.81,2,0,0.3707,2,10.5
Tier 3,5.43,1,1,0,2,1,0,2,2,34.4,Junior Developer,3.03,1,4,0.2346,6,9.0
Tier 1,7.4,2,2,0,0,2,2,2,1,66.2,DevOps Engineer,16.04,3,3,0.6125,11,12.0
Tier 1,4.91,1,3,2,1,2,1,1,1,26.9,Junior Developer,4.38,3,4,0.1399,6,12.5
Tier 2,6.11,3,4,1,0,1,1,1,1,37.2,Web Developer,9.89,2,7,0.3185,6,18.0
Tier 3,6.08,1,4,0,0,2,1,1,1,45.7,Software Engineer,10.14,1,6,0.3639,6,13.0
Tier 1,8.23,0,4,0,2,2,0,1,2,55.9,DevOps Engineer,10.37,3,3,0.6369,4,13.0
Tier 2,5.64,0,0,1,0,2,0,1,1,30.7,Web Developer,4.59,2,7,0.2346,3,2.0
Tier 1,7.71,0,3,0,0,0,2,1,1,59.4,ML Engineer,15.97,3,5,0.6049,9,6.0
Tier 2,5.3,0,1,0,1,2,1,1,2,42.7,Junior Developer,5.21,2,4,0.2688,7,5.5
Tier 2,5.43,0,3,2,3,4,0,2,1,31.5,Junior Developer,4.0,2,4,0.2181,5,14.5
Tier 1,5.77,0,1,1,2,2,0,1,1,32.9,Junior Developer,4.79,3,4,0.2601,3,7.0
Tier 2,7.45,0,1,0,1,0,1,0,2,61.6,Data Analyst,13.34,2,1,0.5914,5,3.5
Tier 2,4.93,0,0,2,0,2,0,1,0,38.2,Junior Developer,2.63,2,4,0.2062,2,2.0
Tier 1,7.95,0,2,2,1,1,1,1,0,56.5,Data Scientist,15.75,3,2,0.6124,5,6.5
Tier 3,6.23,0,4,0,1,1,0,2,1,58.8,Backend Developer,8.32,1,0,0.4534,5,10.5
Tier 3,6.59,3,3,1,0,1,2,0,1,62.8,Junior Developer,9.2,1,4,0.5122,7,16.0
Tier 2,6.09,2,3,0,0,0,0,2,1,50.3,Backend Developer,7.64,2,0,0.3911,5,12.0
Tier 3,5.75,0,4,4,0,1,1,0,0,38.5,Junior Developer,5.93,1,4,0.2899,3,9.0
Tier 3,7.9,2,1,0,1,2,0,2,1,48.5,Backend Developer,10.19,1,0,0.5618,5,11.5
Tier 2,9.88,0,2,2,2,3,0,1,1,69.9,DevOps Engineer,10.6,2,3,0.8816,3,10.0
Tier 2,5.79,0,1,0,1,0,1,1,1,33.5,Web Developer,5.67,2,7,0.2655,6,3.5
Tier 2,7.29,0,0,0,0,1,0,0,1,49.8,Backend Developer,6.03,2,0,0.5082,1,1.0
Tier 2,8.08,3,3,0,0,2,3,3,0,66.2,Data Scientist,23.81,2,2,0.6805,15,17.0
Tier 3,7.88,0,1,0,0,4,1,1,0,62.6,Backend Developer,12.73,1,0,0.6401,5,6.0
Tier 2,7.78,1,2,1,1,2,1,0,2,67.8,Data Analyst,13.19,2,1,0.6597,5,10.5
Tier 2,7.32,1,0,0,1,2,0,1,1,50.9,Web Developer,10.36,2,7,0.5175,3,6.5
Tier 3,6.05,1,3,0,0,2,2,1,0,50.0,Software Engineer,9.49,1,6,0.3854,8,11.0
Tier 2,5.63,1,4,2,2,3,0,1,1,41.6,Web Developer,4.51,2,7,0.2956,3,17.0
Tier 2,6.74,1,2,0,0,3,1,1,1,61.2,DevOps Engineer,9.49,2,3,0.5181,6,10.0
Tier 3,6.76,3,1,1,1,1,0,3,2,38.2,Backend Developer,7.93,1,0,0.3892,8,13.5
Tier 2,7.8,0,2,1,4,3,0,3,1,46.7,Backend Developer,10.73,2,0,0.5416,7,13.0
