college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,salary_log
Tier 3,8.54,2,3,0,2,1,3,2,1,58.7,Backend Developer,17.59,1,0,2.922623801733353
Tier 2,8.97,0,3,0,2,1,0,0,2,63.0,Data Analyst,6.26,2,1,1.9823798288367047
Tier 2,9.3,0,2,0,3,2,0,0,1,70.3,Web Developer,6.27,2,7,1.9837562915454279
Tier 2,7.07,1,1,0,3,3,1,1,2,52.1,Junior Developer,9.46,2,4,2.347558458636777
Tier 1,7.19,0,3,0,5,0,1,1,3,57.7,Junior Developer,8.97,3,4,2.299580583973747
Tier 2,8.49,1,1,0,4,1,1,2,1,74.6,Backend Developer,17.46,2,0,2.9156062290747062
Tier 3,5.19,0,5,2,2,3,0,1,0,21.4,Junior Developer,3.47,1,4,1.4973884086254776
Tier 2,6.19,0,2,1,1,2,0,2,0,46.7,Backend Developer,8.2,2,0,2.2192034840549946
Tier 2,8.18,1,2,1,0,3,1,0,1,57.6,Data Analyst,13.12,2,1,2.647592232065096
Tier 2,6.9,0,2,2,2,0,0,0,1,44.8,DevOps Engineer,6.35,2,3,1.9947003132247452
Tier 1,6.78,1,4,2,1,1,1,0,2,62.3,Data Analyst,9.95,3,1,2.3933394562625097
Tier 3,7.6,0,1,2,0,2,0,1,1,49.3,Data Analyst,6.76,1,1,2.048982334195127
Tier 2,7.2,0,0,0,1,3,1,1,1,54.4,Web Developer,15.49,2,7,2.8027541365715076
Tier 1,7.16,2,0,2,2,2,0,1,0,50.0,Backend Developer,10.53,3,0,2.4449523342809676
Tier 2,5.9,0,0,0,1,3,0,2,0,36.4,Junior Developer,4.67,2,4,1.7351891177396608
Tier 3,8.45,1,1,0,1,2,1,1,1,54.6,Web Developer,14.44,1,7,2.73696154459663
Tier 3,7.15,0,1,1,3,2,0,1,1,47.8,Web Developer,7.43,1,7,2.131796772013764
Tier 1,7.52,2,3,0,1,1,0,1,0,60.0,Backend Developer,10.52,3,0,2.444084655267745
Tier 3,8.87,0,2,0,0,2,1,0,1,69.2,Data Scientist,15.66,1,2,2.8130106367386967
Tier 2,5.46,2,3,1,1,2,0,0,1,30.1,Junior Developer,3.44,2,4,1.4906543764441333
Tier 3,8.72,1,2,1,0,2,0,1,1,63.4,DevOps Engineer,10.5,1,3,2.4423470353692043
Tier 1,6.03,0,1,1,2,6,2,1,2,50.5,Software Engineer,10.06,3,6,2.403334996094189
Tier 1,5.8,0,3,0,1,2,1,1,0,54.6,Junior Developer,6.45,3,4,2.0082140323914683
Tier 2,7.75,0,3,1,0,2,0,1,2,54.1,Data Analyst,11.0,2,1,2.4849066497880004
Tier 2,7.89,1,1,0,2,2,1,2,1,60.4,Backend Developer,15.56,2,0,2.8069901489571136
Tier 3,8.11,2,3,0,4,1,0,1,2,54.2,Backend Developer,10.68,1,0,2.457877977400081
Tier 3,6.35,2,2,0,1,4,0,1,1,38.5,Backend Developer,8.29,1,0,2.2289385528257473
Tier 3,5.84,0,1,1,2,1,1,1,1,37.1,Web Developer,6.17,1,7,1.969905654611529
Tier 1,7.14,1,0,0,1,5,1,0,0,58.0,Software Engineer,15.66,3,6,2.8130106367386967
Tier 3,8.24,1,2,0,1,4,0,1,0,65.9,Backend Developer,10.32,1,0,2.4265710727750367
Tier 2,6.1,4,1,1,2,3,0,3,1,39.9,Junior Developer,8.15,2,4,2.21375387928743
Tier 3,5.59,0,1,2,1,1,2,1,1,44.6,Junior Developer,5.51,1,4,1.873339456220478
Tier 3,6.0,0,3,1,2,1,1,1,1,29.4,Junior Developer,8.39,1,4,2.2396452932201716
Tier 3,6.62,1,6,3,3,2,3,0,0,52.0,Software Engineer,9.83,1,6,2.382320061012899
Tier 3,8.38,0,1,0,3,3,0,1,0,51.4,Web Developer,9.37,1,7,2.3389170222414357
Tier 3,4.79,1,1,0,1,2,0,1,0,33.8,Junior Developer,3.23,1,4,1.4422019930581866
Tier 1,7.48,2,2,0,2,2,1,0,0,52.6,Data Scientist,16.05,3,2,2.8361502037295256
Tier 1,6.42,1,2,1,0,2,1,0,1,51.6,Junior Developer,8.77,3,4,2.2793164660546914
Tier 1,5.69,1,2,1,2,0,1,1,2,46.4,Junior Developer,6.38,3,4,1.998773638612381
Tier 1,9.23,0,4,0,0,3,0,3,2,57.7,Backend Developer,10.62,3,0,2.4527277514237653
Tier 3,5.94,2,4,1,1,1,0,1,0,45.8,Junior Developer,4.38,1,4,1.682688374173693
Tier 2,8.73,1,4,0,0,3,1,1,2,58.9,DevOps Engineer,19.78,2,3,3.0339909856710814
Tier 2,6.46,0,3,0,3,1,0,2,1,44.8,Backend Developer,8.25,2,0,2.224623551524334
Tier 2,7.05,0,3,1,1,3,0,1,0,52.5,Backend Developer,10.14,2,0,2.410542234499138
Tier 3,4.23,0,1,2,2,0,0,2,2,32.7,Junior Developer,3.54,1,4,1.5129270120532565
Tier 2,5.68,1,2,2,2,4,0,1,0,51.9,Junior Developer,4.29,2,4,1.665818245870208
Tier 3,6.97,1,1,0,1,3,1,1,2,49.9,Junior Developer,8.93,1,4,2.295560478057081
Tier 3,7.57,1,0,1,2,3,0,1,1,47.6,Backend Developer,7.85,1,0,2.180417459019838
Tier 2,9.22,2,2,1,3,2,2,0,1,84.5,ML Engineer,28.61,2,5,3.3881121421135
Tier 2,7.65,0,3,0,1,2,1,2,2,58.2,Backend Developer,15.84,2,0,2.8237570088141806
Tier 3,6.41,0,1,0,1,3,1,0,2,46.6,Data Analyst,9.93,1,1,2.391511302188447
Tier 3,8.52,1,1,0,1,3,1,0,1,55.5,Data Analyst,12.42,1,1,2.5967461315435356
Tier 1,7.83,2,2,0,2,5,0,2,1,51.8,Web Developer,10.52,3,7,2.444084655267745
Tier 1,8.5,2,2,0,0,2,1,4,1,67.3,Web Developer,15.27,3,7,2.7893229212309465
Tier 1,6.32,2,1,3,1,2,1,0,2,53.9,Data Analyst,10.57,3,1,2.448415541205585
Tier 2,7.0,0,5,1,1,1,1,0,1,60.9,Data Analyst,13.0,2,1,2.6390573296152584
Tier 2,6.22,0,0,1,1,0,0,1,1,41.8,Data Analyst,6.39,2,1,2.0001277349601105
Tier 2,8.39,1,1,1,3,0,0,1,4,61.0,DevOps Engineer,10.48,2,3,2.4406063908914204
Tier 3,8.73,1,4,0,1,0,1,0,1,68.6,Data Scientist,17.82,1,2,2.9349201341572337
Tier 3,7.08,2,3,0,1,1,0,1,0,50.1,Software Engineer,9.31,1,6,2.333114298028869
Tier 1,7.87,2,1,1,1,2,1,3,1,48.2,Web Developer,15.21,3,7,2.785628335747585
Tier 2,7.49,1,2,0,0,3,1,0,0,57.0,Data Scientist,16.18,2,2,2.8437459165561094
Tier 3,5.84,3,3,2,1,0,1,1,1,48.1,Web Developer,5.66,1,7,1.8961194845522977
Tier 3,8.14,1,3,1,1,5,1,2,3,66.4,Web Developer,15.85,1,7,2.8243506567983707
Tier 2,6.99,0,2,2,1,3,1,3,1,57.2,Backend Developer,10.39,2,0,2.432735777459091
Tier 3,7.73,1,4,1,2,2,1,2,2,54.5,Backend Developer,15.93,1,0,2.829087196145044
Tier 2,9.63,0,2,0,1,1,0,1,1,63.6,Backend Developer,10.53,2,0,2.4449523342809676
Tier 1,7.61,1,1,0,1,2,1,0,3,62.8,DevOps Engineer,15.73,3,3,2.8172035149987327
Tier 3,9.71,0,0,0,4,3,1,0,0,64.2,Data Scientist,16.57,1,2,2.866192902199006
Tier 2,4.51,7,1,2,0,4,0,0,1,35.5,Junior Developer,3.84,2,4,1.5769147207285403
Tier 3,6.28,0,3,0,0,3,0,2,0,47.7,Backend Developer,7.83,1,0,2.178155014615869
Tier 3,7.16,1,1,1,1,1,2,1,0,45.9,Data Scientist,13.68,1,2,2.6864860231863696
Tier 2,6.03,5,2,2,0,3,2,3,0,56.2,Software Engineer,10.35,2,6,2.4292177439274116
Tier 1,7.05,1,0,0,2,3,1,3,0,55.2,Backend Developer,16.05,3,0,2.8361502037295256
Tier 2,7.86,0,2,0,2,0,1,1,1,61.7,Software Engineer,15.58,2,6,2.8081971497071487
Tier 1,7.53,1,2,1,2,2,1,1,0,53.9,Backend Developer,15.64,3,0,2.8118094353930627
Tier 3,6.75,2,1,1,0,2,1,1,3,50.0,Web Developer,9.67,1,7,2.367436065313662
Tier 2,8.01,2,0,0,4,2,0,2,1,49.5,Backend Developer,10.59,2,0,2.4501426573516603
Tier 2,6.37,1,0,0,5,2,0,1,0,40.6,Junior Developer,8.0,2,4,2.1972245773362196
Tier 3,7.65,0,0,0,0,1,1,0,0,51.7,Data Scientist,8.64,1,2,2.265921108622454
Tier 2,6.92,1,1,2,2,3,2,1,0,59.1,Software Engineer,9.71,2,6,2.3711778844596574
Tier 3,6.37,2,2,1,1,0,0,1,1,47.4,Data Analyst,7.54,1,1,2.1447610078004784
Tier 3,5.93,0,5,1,3,3,1,1,0,43.2,Web Developer,6.09,1,7,1.958685340544036
Tier 3,7.26,1,6,1,4,2,0,0,1,61.4,Junior Developer,6.16,1,4,1.9685099809725544
Tier 2,7.92,0,4,0,3,3,2,2,1,59.9,Data Scientist,16.01,2,2,2.8338014064077703
Tier 3,6.65,0,1,0,1,2,1,1,0,50.2,Backend Developer,10.16,1,0,2.412335956953165
Tier 1,5.63,0,2,2,0,2,1,1,2,39.3,Junior Developer,5.91,3,4,1.9329696377795786
Tier 2,6.49,1,4,1,1,1,0,1,0,44.7,Software Engineer,7.8,2,6,2.174751721484161
Tier 3,6.86,1,4,2,2,2,1,2,2,54.2,Web Developer,10.23,1,7,2.418588768750352
Tier 2,8.03,1,2,0,3,1,0,1,1,62.5,DevOps Engineer,10.19,2,3,2.4150205223238337
Tier 2,7.07,1,2,2,2,2,1,1,2,55.6,Backend Developer,15.61,2,0,2.8100049236252036
Tier 3,7.41,1,3,0,2,0,0,1,0,53.5,Backend Developer,9.08,1,0,2.3105532626432224
Tier 2,8.36,1,1,0,1,3,0,3,1,66.0,Backend Developer,10.6,2,0,2.451005098112319
Tier 2,7.73,2,1,1,1,5,1,1,0,64.0,ML Engineer,15.82,2,5,2.822568654544802
Tier 1,5.63,2,3,1,1,3,1,2,1,35.2,Junior Developer,6.41,3,4,2.0028304393079956
Tier 2,9.64,2,2,0,1,1,0,3,3,70.8,DevOps Engineer,10.44,2,3,2.437115985951652
Tier 2,6.41,1,2,2,0,0,2,1,0,54.3,Backend Developer,10.15,2,0,2.411439497906128
Tier 2,6.0,2,1,0,1,0,1,1,1,43.9,Data Analyst,10.71,2,1,2.460443177609626
Tier 3,7.24,0,0,1,0,1,0,1,0,56.2,Backend Developer,5.7,1,0,1.9021075263969205
Tier 2,8.86,1,2,1,1,0,4,1,1,77.4,ML Engineer,23.79,2,5,3.210440346047099
Tier 2,6.74,1,5,0,1,5,1,0,1,55.6,DevOps Engineer,10.14,2,3,2.410542234499138
Tier 2,8.48,0,1,1,1,1,1,0,0,50.1,Data Scientist,14.55,2,2,2.744060638625243
Tier 2,4.87,1,4,3,1,0,0,0,1,39.7,Junior Developer,3.59,2,4,1.5238800240724537
Tier 2,8.6,0,3,0,5,4,2,0,1,75.3,Data Scientist,24.18,2,2,3.2260500286162013
Tier 1,9.17,0,1,0,1,4,2,1,1,80.3,Backend Developer,17.62,3,0,2.924236271848921
Tier 1,5.57,2,1,0,5,3,2,1,1,51.0,Junior Developer,5.3,3,4,1.840549633397487
Tier 3,5.99,2,2,1,0,1,0,1,0,55.2,Web Developer,5.0,1,7,1.791759469228055
Tier 2,5.31,0,2,0,0,0,1,2,1,39.7,Junior Developer,4.59,2,4,1.7209792871670078
Tier 2,6.43,0,0,1,1,3,1,1,1,51.8,Software Engineer,9.81,2,6,2.3804716316511167
Tier 3,6.07,1,2,0,3,3,1,1,0,47.6,Web Developer,9.72,1,7,2.372111155642656
Tier 3,5.19,1,0,2,1,1,0,1,0,40.1,Junior Developer,2.86,1,4,1.3506671834767394
Tier 2,5.78,0,1,2,0,0,1,0,1,54.5,Junior Developer,5.62,2,4,1.890095369948917
Tier 2,6.36,0,3,1,0,0,1,0,0,51.8,Junior Developer,9.13,2,4,2.315501318260592
Tier 1,6.54,1,5,0,0,2,1,0,1,43.1,DevOps Engineer,9.4,3,3,2.341805806147327
Tier 3,7.76,1,1,0,1,4,3,1,1,70.4,Data Scientist,16.89,1,2,2.884241897520628
Tier 2,7.18,1,2,1,1,1,1,2,0,57.7,Software Engineer,15.71,2,6,2.8160073426073025
Tier 3,6.51,1,0,0,2,0,0,2,2,39.4,Data Analyst,7.92,1,1,2.188295946591918
Tier 3,6.2,2,2,0,0,2,1,0,0,56.8,Junior Developer,9.13,1,4,2.315501318260592
Tier 2,8.86,4,2,0,1,1,1,3,2,58.0,Software Engineer,22.33,2,6,3.1497400860333387
Tier 1,6.19,3,3,0,1,1,1,3,0,43.6,Backend Developer,10.28,3,0,2.423031246069913
Tier 3,5.14,0,0,0,0,2,0,1,0,49.0,Junior Developer,3.46,1,4,1.4951487660319727
Tier 2,7.4,0,0,0,3,2,1,0,1,50.8,Data Analyst,13.01,2,1,2.6397713603489157
Tier 3,10.0,2,1,0,2,1,2,2,0,69.7,Data Scientist,23.28,1,2,3.1896529661912973
Tier 2,5.9,1,0,2,1,0,1,2,1,37.5,Junior Developer,5.48,2,4,1.8687205103641833
Tier 2,7.42,0,3,2,0,1,1,0,2,54.4,Data Analyst,13.39,2,1,2.6665335208992764
Tier 3,6.54,0,2,1,2,5,0,2,1,47.1,Junior Developer,8.46,1,4,2.247072383063787
Tier 3,6.86,0,2,0,1,1,2,2,1,52.9,DevOps Engineer,10.23,1,3,2.418588768750352
Tier 3,4.13,3,4,1,5,3,1,1,1,32.4,Junior Developer,4.56,1,4,1.715598108262491
Tier 1,7.74,2,0,2,0,2,2,1,2,54.2,Data Analyst,13.26,3,1,2.65745841498615
Tier 3,6.19,0,2,0,0,0,0,1,1,35.9,Software Engineer,5.5,1,6,1.8718021769015913
Tier 2,7.4,2,4,2,1,2,0,0,3,49.8,Data Analyst,6.14,2,1,1.965712776351493
Tier 2,9.97,0,3,1,1,1,1,0,1,71.0,Data Scientist,22.91,2,2,3.1742967814702334
Tier 2,5.41,2,1,1,2,3,1,2,1,34.3,Junior Developer,4.71,2,4,1.742219023667919
Tier 2,8.46,2,1,2,0,2,1,0,2,59.9,Data Scientist,17.3,2,2,2.9069010598473755
Tier 3,5.24,1,4,0,1,2,1,0,0,41.5,Junior Developer,4.2,1,4,1.6486586255873816
Tier 3,6.9,0,2,1,0,1,0,1,0,49.4,Backend Developer,5.95,1,0,1.9387416595767009
Tier 1,7.62,2,1,1,1,3,1,3,0,55.2,Software Engineer,15.89,3,6,2.826721730819709
Tier 2,9.96,0,1,1,3,0,0,1,1,56.8,Backend Developer,10.58,2,0,2.449279472144849
Tier 3,6.98,2,5,2,3,2,0,2,0,45.0,Web Developer,8.47,1,7,2.248128907197987
Tier 2,7.58,0,1,0,3,2,0,1,1,52.7,DevOps Engineer,10.69,2,3,2.458733775483977
Tier 2,6.17,1,2,2,2,1,1,1,1,41.1,Web Developer,9.79,2,7,2.378619779270043
Tier 3,5.62,1,2,3,0,1,1,1,2,43.4,Junior Developer,6.02,1,4,1.9487632180377197
Tier 3,9.34,1,2,0,0,1,2,2,1,80.8,Data Scientist,21.98,1,2,3.1346242724206097
Tier 2,6.91,0,3,1,0,2,1,4,0,55.8,Backend Developer,10.34,2,0,2.428336298299606
Tier 2,7.87,1,0,0,1,1,1,0,0,61.3,Data Scientist,15.28,2,2,2.7899373605743945
Tier 3,5.45,3,2,2,3,4,2,1,1,40.8,Junior Developer,4.66,1,4,1.7334238922150915
Tier 2,5.06,0,2,0,1,2,0,1,1,40.4,Junior Developer,3.49,2,4,1.501852701754163
Tier 2,8.15,0,2,0,0,1,0,0,4,63.1,Data Analyst,6.92,2,1,2.0693912058263346
Tier 2,6.59,1,2,0,2,3,2,0,1,40.3,DevOps Engineer,10.52,2,3,2.444084655267745
Tier 2,7.2,1,3,0,0,1,0,0,1,52.6,Junior Developer,6.04,2,4,1.951608170169951
Tier 3,5.17,0,0,0,4,2,2,2,0,47.4,Junior Developer,4.57,1,4,1.7173950539391927
Tier 2,6.44,0,4,0,0,2,1,0,1,47.4,Backend Developer,10.07,2,0,2.4042387467205457
Tier 3,6.43,0,1,1,2,5,1,0,1,57.1,Data Analyst,9.83,1,1,2.382320061012899
Tier 2,7.04,1,1,0,0,4,0,1,0,50.4,Backend Developer,10.22,2,0,2.4176979000945504
Tier 3,8.5,2,4,0,2,1,1,3,2,63.8,Data Analyst,13.21,1,1,2.6539459421090092
Tier 1,6.35,2,0,1,1,3,1,2,0,52.1,Web Developer,9.83,3,7,2.382320061012899
Tier 3,8.09,1,1,1,1,2,1,1,1,65.6,Backend Developer,13.49,1,0,2.673458756332591
Tier 1,8.37,1,2,1,1,0,0,1,0,63.4,Backend Developer,10.19,3,0,2.4150205223238337
Tier 2,5.61,0,2,1,0,1,3,1,0,49.3,Junior Developer,5.91,2,4,1.9329696377795786
Tier 3,7.19,1,3,1,2,1,1,1,1,56.4,Junior Developer,8.6,1,4,2.2617630984737906
Tier 2,5.6,0,3,0,0,5,0,1,0,40.5,Web Developer,4.8,2,7,1.7578579175523736
Tier 3,7.29,0,4,0,5,0,2,2,1,52.3,Data Scientist,15.79,1,2,2.8207834710894493
Tier 3,5.59,0,1,1,2,1,1,0,0,42.3,Junior Developer,5.9,1,4,1.9315214116032138
Tier 1,7.28,0,5,0,1,1,0,1,2,56.5,Junior Developer,8.91,3,4,2.2935443483418965
Tier 1,7.48,0,2,0,1,1,1,1,1,55.3,Backend Developer,16.49,3,0,2.8616292890305104
Tier 2,6.85,1,3,0,2,2,1,1,2,53.6,Data Analyst,10.33,2,1,2.427454075039915
Tier 2,7.75,1,1,0,1,2,1,2,0,58.1,Backend Developer,15.88,2,0,2.826129489167811
Tier 2,4.91,1,3,1,4,1,1,0,1,40.3,Junior Developer,4.72,2,4,1.7439688053917064
Tier 1,7.58,1,1,0,1,1,0,3,2,57.8,Backend Developer,10.42,3,0,2.435366204227864
Tier 3,7.81,2,2,0,0,1,1,1,3,59.9,Web Developer,14.99,1,7,2.771963526845863
Tier 3,7.25,0,0,3,2,1,3,1,0,70.5,Data Scientist,14.4,1,2,2.7343675094195836
Tier 1,6.45,1,2,1,3,2,2,1,0,60.5,Software Engineer,9.41,3,6,2.3427668826268775
Tier 3,7.92,0,4,0,0,3,0,0,1,52.4,Web Developer,5.74,1,7,1.9080599249242156
Tier 2,7.51,0,1,1,2,2,0,2,0,56.4,Backend Developer,10.48,2,0,2.4406063908914204
Tier 2,6.91,1,3,0,1,2,1,2,1,55.3,Data Analyst,10.37,2,1,2.4309783077624445
Tier 2,5.85,0,2,1,0,2,0,2,0,33.2,Web Developer,4.46,2,7,1.6974487897568136
Tier 3,7.67,0,2,0,0,2,0,1,0,51.1,Backend Developer,7.86,1,0,2.1815467646169897
Tier 1,6.7,2,0,1,2,0,1,0,1,54.7,Data Analyst,9.87,3,1,2.386006701133118
Tier 2,7.03,0,3,1,3,2,2,0,1,59.4,Data Scientist,15.55,2,2,2.806386101823072
Tier 2,8.11,0,4,0,1,1,0,0,3,53.8,Data Analyst,6.67,2,1,2.0373166153791646
Tier 3,7.63,1,2,0,0,1,1,0,0,56.8,ML Engineer,11.92,1,5,2.558776498354456
Tier 3,6.39,1,0,0,0,2,0,1,1,46.8,Junior Developer,6.47,1,4,2.010894999144726
Tier 3,7.89,1,1,0,2,2,3,1,1,68.5,ML Engineer,15.73,1,5,2.8172035149987327
Tier 2,8.46,2,3,1,1,1,0,2,4,63.6,Data Analyst,9.96,2,1,2.3942522815198695
Tier 3,9.87,1,1,1,2,0,1,3,2,72.0,Backend Developer,17.59,1,0,2.922623801733353
Tier 2,7.13,0,5,1,2,0,2,2,0,70.6,Backend Developer,16.14,2,0,2.8414149131696336
Tier 3,6.06,1,3,0,0,3,1,0,0,51.3,Junior Developer,8.5,1,4,2.2512917986064953
Tier 3,5.57,0,2,2,2,2,0,2,0,41.5,Web Developer,4.56,1,7,1.715598108262491
Tier 3,7.29,1,1,1,2,2,0,1,0,46.5,DevOps Engineer,7.43,1,3,2.131796772013764
Tier 2,6.38,1,1,1,2,3,0,1,0,45.9,Backend Developer,7.82,2,0,2.1770218700187
Tier 2,8.15,0,2,0,1,4,0,0,3,49.0,Web Developer,6.89,2,7,2.065596134857783
Tier 2,5.78,0,4,1,0,1,0,2,0,51.7,Web Developer,4.16,2,7,1.6409365794934714
Tier 2,7.58,2,0,1,0,2,0,0,2,45.8,Data Analyst,6.24,2,1,1.979621206397625
Tier 3,8.05,2,2,1,3,3,1,2,3,66.5,DevOps Engineer,17.32,1,3,2.9079933592459843
Tier 2,6.67,0,3,1,3,2,0,1,1,38.0,Backend Developer,7.8,2,0,2.174751721484161
Tier 2,4.87,3,3,2,2,2,0,0,1,35.6,Junior Developer,3.38,2,4,1.4770487243883548
Tier 2,6.76,0,2,2,3,4,0,1,2,39.5,Backend Developer,7.84,2,0,2.179286876649552
Tier 1,6.81,1,2,1,1,3,1,0,4,42.6,DevOps Engineer,10.55,3,3,2.446685436967803
Tier 2,6.22,2,4,1,0,1,2,2,1,53.9,Data Analyst,10.04,2,1,2.401525040848949
Tier 3,8.78,1,6,0,4,0,0,3,2,67.1,Backend Developer,10.28,1,0,2.423031246069913
Tier 1,7.0,2,1,1,0,2,1,1,0,55.9,Software Engineer,15.57,3,6,2.8075938314384716
Tier 3,6.75,0,6,2,1,1,0,1,1,45.9,Backend Developer,6.2,1,0,1.9740810260220096
Tier 2,6.25,0,1,0,1,0,0,1,0,46.1,Backend Developer,7.72,2,0,2.1656192379208883
Tier 1,6.84,0,1,2,2,2,2,2,1,56.2,Backend Developer,9.54,3,0,2.355177543113216
Tier 3,5.53,1,4,0,2,2,0,1,2,46.6,Junior Developer,4.82,1,4,1.7613002617433464
Tier 2,6.65,0,4,2,2,1,2,1,0,49.7,Software Engineer,10.69,2,6,2.458733775483977
Tier 3,7.79,1,2,1,0,3,0,3,2,58.4,Backend Developer,10.07,1,0,2.4042387467205457
Tier 1,5.46,2,0,2,0,2,1,1,1,41.8,Junior Developer,4.52,3,4,1.7083778602890038
Tier 2,6.57,0,2,1,1,2,1,2,2,51.5,Backend Developer,9.84,2,0,2.3832429960115
Tier 2,6.79,1,1,0,1,0,0,1,0,45.9,DevOps Engineer,7.92,2,3,2.188295946591918
Tier 2,6.39,0,1,2,0,0,0,0,4,55.1,Junior Developer,6.58,2,4,2.0255131996542803
Tier 2,7.91,0,3,0,3,3,1,1,0,72.6,ML Engineer,16.12,2,5,2.840247370713596
Tier 1,7.16,2,1,0,2,3,1,1,2,54.1,Data Analyst,12.95,3,1,2.6354795082673745
Tier 1,6.44,1,3,0,3,4,1,1,3,51.1,Junior Developer,9.07,3,4,2.309560706730471
Tier 3,5.99,3,2,3,1,2,0,1,1,37.6,Junior Developer,5.16,1,4,1.8180767775454285
Tier 1,6.31,0,3,0,2,1,1,2,2,48.7,Junior Developer,9.05,3,4,2.307572634505085
Tier 3,7.23,0,7,0,2,2,0,0,2,57.2,Data Analyst,6.99,1,1,2.0781907597781832
Tier 1,5.01,2,1,3,2,1,1,1,0,40.6,Junior Developer,4.13,3,4,1.6351056591826783
Tier 2,7.27,0,0,2,3,1,0,2,2,44.3,DevOps Engineer,10.11,2,3,2.4078456036515385
Tier 3,6.17,0,1,1,0,2,0,3,2,46.7,Backend Developer,7.53,1,0,2.143589361503588
Tier 2,7.86,0,3,0,0,1,1,2,2,54.7,Software Engineer,16.27,2,6,2.848970892158587
Tier 3,4.89,0,0,2,2,2,1,1,2,40.8,Junior Developer,4.1,1,4,1.62924053973028
Tier 2,7.0,2,0,0,2,2,1,0,0,44.1,Data Scientist,16.08,2,2,2.837908188360424
Tier 3,6.39,3,3,3,1,1,1,2,2,55.0,Junior Developer,8.84,1,4,2.286455711064162
Tier 2,7.44,0,5,1,2,2,1,2,2,66.0,Data Scientist,16.41,2,2,2.8570447537800976
Tier 3,7.04,0,1,0,1,4,0,1,0,57.0,Backend Developer,7.55,1,0,2.145931282948669
Tier 3,8.21,1,2,0,2,2,2,0,0,63.1,Data Scientist,16.62,1,2,2.8690346205080335
Tier 1,8.12,1,4,1,5,3,0,1,2,59.8,DevOps Engineer,10.4,3,3,2.4336133554004498
Tier 2,6.24,1,3,2,1,3,1,1,0,48.0,Junior Developer,8.72,2,4,2.2741856184723477
Tier 1,7.47,1,0,2,1,5,2,1,2,57.3,Data Scientist,16.23,3,2,2.8466520505398383
Tier 2,7.49,1,4,0,3,0,1,2,1,62.4,Backend Developer,16.1,2,0,2.8390784635086144
Tier 2,8.05,0,1,1,2,0,0,2,1,63.9,Backend Developer,9.94,2,0,2.392425796993835
Tier 2,6.06,2,4,0,0,2,1,1,3,35.9,Data Analyst,9.81,2,1,2.3804716316511167
Tier 3,7.83,1,1,1,1,4,1,3,0,64.0,Data Scientist,15.6,1,2,2.8094026953624978
Tier 3,7.88,0,3,0,3,2,2,1,1,53.7,Data Scientist,16.3,1,2,2.8507065015037334
Tier 3,6.67,1,0,1,3,1,0,1,1,34.1,DevOps Engineer,6.23,1,3,1.9782390361706734
Tier 3,5.74,0,3,1,0,2,1,2,1,42.0,Web Developer,6.29,1,7,1.986503546020567
Tier 1,6.92,0,2,2,5,3,1,1,1,43.4,Backend Developer,10.26,3,0,2.421256622711544
Tier 1,8.84,1,0,2,1,0,0,1,1,60.7,Backend Developer,10.21,3,0,2.4168062370840686
Tier 1,6.28,2,4,0,0,2,0,0,2,39.2,Junior Developer,6.64,3,4,2.033397603178429
Tier 3,5.95,0,3,0,1,0,0,2,0,36.4,Junior Developer,4.81,1,4,1.7595805708638197
Tier 2,8.51,1,2,0,2,3,2,0,3,61.0,Data Analyst,13.16,2,1,2.6504210882655737
Tier 3,7.06,0,1,0,3,5,2,0,0,54.5,Data Scientist,14.2,1,2,2.7212954278522306
Tier 3,7.96,2,3,0,3,5,1,3,0,59.6,Backend Developer,16.04,1,0,2.8355635214011694
Tier 2,5.69,1,2,0,1,2,0,2,2,44.1,Junior Developer,4.73,2,4,1.7457155307266483
Tier 2,5.53,0,1,1,3,1,0,1,1,47.0,Junior Developer,4.78,2,4,1.7544036826842861
Tier 3,8.69,0,2,0,2,3,1,0,0,61.2,Data Scientist,17.19,1,2,2.900871992530031
Tier 1,7.74,1,6,0,1,3,0,1,1,52.7,Data Analyst,10.33,3,1,2.427454075039915
Tier 2,7.15,1,1,0,1,2,0,1,0,55.6,Backend Developer,10.09,2,0,2.4060438013622756
Tier 3,6.72,0,0,0,0,2,0,2,1,48.7,DevOps Engineer,6.82,1,3,2.05668455455722
Tier 3,5.63,0,1,0,1,3,1,1,0,38.3,Junior Developer,5.47,1,4,1.8671761085128091
Tier 3,9.19,0,2,1,1,0,0,0,1,60.0,DevOps Engineer,6.29,1,3,1.986503546020567
Tier 1,5.15,1,0,0,2,2,1,0,0,47.8,Junior Developer,4.57,3,4,1.7173950539391927
Tier 3,7.13,0,0,1,4,2,0,2,2,55.5,Data Analyst,8.43,1,1,2.2438960966453663
Tier 1,9.79,2,0,1,3,3,0,3,1,63.3,Backend Developer,10.59,3,0,2.4501426573516603
Tier 2,5.84,0,4,0,1,2,1,0,0,51.1,Junior Developer,6.17,2,4,1.969905654611529
Tier 1,4.96,0,1,1,2,1,1,1,2,37.1,Junior Developer,4.23,3,4,1.6544112780768316
Tier 3,8.49,1,4,0,0,2,2,2,1,64.8,Software Engineer,19.99,1,6,3.0440461338325417
Tier 3,8.83,0,2,1,0,1,1,2,1,63.9,Software Engineer,16.96,1,6,2.8881470628740535
